sample_id,dark_frac,vert_strokes_count,horiz_strokes_count,aspect_ratio,compactness,num_contours,cc_count,col_peaks,row_peaks,vertical_intensity_variance,gap_depth_index,intensity_fluctuation_ratio,column_intensity_entropy,frequency_white,average_peak_width,contour_count,avg_contour_area,contour_solidity,contour_extent,contour_perimeter_ratio,hull_area_ratio,contour_complexity,aspect_ratio_mean,aspect_ratio_std,aspect_ratio_range,width_variation,height_variation,char_count_estimate,canny_edge_density,sobel_edge_density,sobel_mean_magnitude,sobel_std_magnitude,edge_direction_ratio,high_freq_ratio,hole_count,avg_cc_area,cc_area_std,avg_eccentricity,avg_euler_number,stroke_density,hog_mean,hog_std,hog_max,hog_energy,hog_feature_count,fourier_energy,fourier_symmetry,fourier_complexity
cell_r11_c7_blob_1_word_2,0.00875,1,1,0.05882352941176471,0.6588235294117647,1,1,3,2,95.73706817626953,0.30765995383262634,0.003928888173720038,0.0,0.905,0.0575,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01671875,0.054375,17.301815498188112,84.22070517673582,0.9334905652088874,0.20536591,1,6344.0,0.0,0.9871428008027244,-6.0,0.99125,0.02110284472316819,0.08061708493717851,0.9999999987499999,17.99999998635041,2592,0,0,0
cell_r11_c7_blob_1_word_3,0.00953125,1,1,0.047619047619047616,0.6062717770034843,1,1,4,2,133.75860595703125,0.6181377172470093,0.008138375470798808,0.0,0.86,0.038,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0309375,0.106875,27.493037999885363,98.06018107028387,1.1468535608884896,0.19728722,2,6339.0,0.0,0.9871415597780766,-9.0,0.99046875,0.02996426070920747,0.08930621403088437,0.9999999987499999,22.99999998511162,2592,0,0,0
cell_r11_c8_blob_1_word_1,0.00859375,1,1,0.07142857142857142,0.5987394957983193,1,1,6,1,74.88128662109375,0.29382970929145813,0.005240946264505805,0.0,0.88,0.04,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01609375,0.05765625,16.394210883435008,78.40884739306821,0.9911644137933121,0.19242539,4,6345.0,0.0,0.9871309382270202,-6.0,0.99140625,0.02633348336784061,0.07906321582245877,0.5773935477148004,17.999999994890103,2592,0,0,0
cell_r12_c0_blob_1_word_1,0.0015625,1,1,0.05612244897959184,0.6493506493506493,1,1,0,1,21.378097534179688,-0.1659733180326081,0.001435310644167659,0.0,0.975,0.035,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0046875,0.02203125,4.141136937901626,33.838408057435956,1.1449999953025642,0.1199606,2,6390.0,0.0,0.9871307764843238,-1.0,0.9984375,0.012717247156016938,0.06684236120734999,0.7071067807446058,11.99999999318677,2592,0,0,0
cell_r12_c1_blob_1_word_1,0.01640625,1,1,0.06666666666666667,0.6097560975609756,1,1,6,1,134.9302520751953,0.5935539603233337,0.009195086410164312,0.0,0.855,0.039,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0225,0.074375,26.80075400367871,109.41996885776517,1.4066964175503063,0.20902692,1,6295.0,0.0,0.9871336118473479,-5.0,0.98359375,0.030975936455288865,0.08896037402322976,0.9999999987499999,22.99999998836599,2592,0,0,0
cell_r12_c1_blob_1_word_2,0.01453125,1,1,0.07142857142857142,0.6164596273291926,1,1,8,1,113.94279479980469,0.19876019656658173,0.006800336303475147,0.0,0.825,0.045,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.02390625,0.07671875,25.27716281495207,103.62894764507843,1.0702499485013615,0.20133474,2,6307.0,0.0,0.9871290973666345,-9.0,0.98546875,0.03413298040633825,0.08996776591930666,0.6404852404132942,23.999999991372185,2592,0,0,0
cell_r12_c1_blob_1_word_3,0.03,2,2,0.058823529411764705,0.5785920925747348,1,1,11,0,200.65785217285156,0.32337749004364014,0.009695023152062285,0.0,0.73,0.145,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.03421875,0.10859375,39.228733575163794,129.42407846721883,0.9242098312159339,0.23123473,2,6208.0,0.0,0.9871198899626894,-7.0,0.97,0.043692071769463985,0.09831112314691616,0.8082492143274052,29.99999998922254,2592,0,0,0
cell_r12_c1_blob_1_word_4,0.01453125,1,1,0.07692307692307693,0.6239316239316239,1,1,7,0,107.54676055908203,0.40292543172836304,0.007869566173203635,0.0,0.865,0.055,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01671875,0.05578125,21.764368483123004,103.1285442519715,1.1842413296128438,0.20794551,1,6307.0,0.0,0.9871319381540471,-7.0,0.98546875,0.028086580427888606,0.07845755822535196,0.41958248708872786,17.999999995781003,2592,0,0,0
cell_r12_c1_blob_1_word_5,0.0028125,1,1,0.07100591715976332,0.5576923076923077,1,1,1,0,25.926250457763672,0.31178390979766846,0.001989700059557567,0.0,0.97,0.04,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.003125,0.01890625,5.639602926190517,52.39809637606031,1.2106443085348848,0.15687434,2,6382.0,0.0,0.987130301288929,-1.0,0.9971875,0.012855848152593094,0.06681584239723885,0.8364358153789426,11.999999993119701,2592,0,0,0
cell_r12_c1_blob_1_word_6,0.004375,1,1,0.07692307692307693,0.6449704142011834,1,1,1,0,36.1718864440918,0.2480948567390442,0.0018317299926937176,0.0,0.96,0.05,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0040625,0.0228125,5.91308118921365,47.94351333444147,0.9492321867604742,0.15157847,1,6372.0,0.0,0.9871308307051805,0.0,0.995625,0.013140315932402396,0.06676048025881855,0.6096135085995418,11.999999993680238,2592,0,0,0
cell_r12_c1_blob_1_word_7,0.02125,1,2,0.06666666666666667,0.5933333333333334,1,1,7,1,149.79458618164062,0.34395527839660645,0.007286859913625273,0.0,0.795,0.07833333333333332,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0253125,0.084375,27.267251020245048,105.30805772493834,0.798587500606803,0.20444024,2,6264.0,0.0,0.9871270414171069,-7.0,0.97875,0.03627994955460375,0.08912364735092683,0.49742617037839393,23.99999999366957,2592,0,0,0
cell_r12_c1_blob_1_word_8,0.0209375,1,2,0.0625,0.5770348837209303,1,1,7,0,171.38046264648438,0.5110558867454529,0.010586313511235419,0.0,0.825,0.06833333333333333,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.02140625,0.07484375,30.43650313735856,122.54374433960129,1.278952592464244,0.22265263,2,6266.0,0.0,0.9871349446193027,-4.0,0.9790625,0.033236426285159035,0.09030281957859432,0.5773502689490632,23.999999991689293,2592,0,0,0
cell_r12_c1_blob_1_word_9,0.035625,1,5,0.07142857142857144,0.6573236889692586,1,1,16,0,222.23605346679688,0.3657575845718384,0.016740941530815803,0.0,0.655,0.0675,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0434375,0.135625,52.61244842206855,149.7585941474985,1.0969770721403564,0.22568604,3,6172.0,0.0,0.9870949549762682,-19.0,0.964375,0.056492008748303124,0.1034289216464124,0.5690397965972308,35.99999999084812,2592,0,0,0
cell_r12_c1_blob_2_word_1,0.01203125,1,1,0.07692307692307691,0.6317016317016317,1,1,6,1,98.34062194824219,0.5840118527412415,0.00799213308329503,0.0,0.91,0.025,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01390625,0.0515625,20.832877296216324,103.57459859232279,1.4503753113781719,0.20079964,1,6323.0,0.0,0.9871329632428599,-6.0,0.98796875,0.025535877241575362,0.07932441878527297,0.5693246758085709,17.999999993970302,2592,0,0,0
cell_r12_c1_blob_2_word_2,0.036875,1,3,0.05555555555555555,0.5274348422496571,1,1,15,1,208.25408935546875,0.29755333065986633,0.011786675304035254,0.0,0.64,0.1,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.04265625,0.1390625,46.26123835190455,133.50594912268244,0.7480924552058383,0.21185291,9,6164.0,0.0,0.9870805245939384,-14.0,0.963125,0.05473033203236043,0.10437183355881824,0.8104468940984488,35.99999998940699,2592,0,0,0
cell_r12_c1_blob_2_word_3,0.0196875,1,1,0.052631578947368425,0.4452798663324979,1,1,8,2,192.0847625732422,0.21968522667884827,0.007095410078911244,0.0,0.85,0.16,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.03734375,0.10984375,36.577201268139824,122.51473216470741,0.7201162262627584,0.22115365,2,6274.0,0.0,0.9871731687775848,-11.0,0.9803125,0.03573146263372761,0.09356349059394531,0.6862390230029974,25.999999991026236,2592,0,0,0
cell_r12_c1_blob_2_word_4,0.0,1,1,0.16666666666666666,0.6444444444444445,1,1,1,0,0.6421637535095215,0.13432836532592773,0.00018810081771598373,0.0,1.0,0.0,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.004375,0.0165625,1.4125039781724693,13.37188589958974,0.2793323493032314,0.06877144,1,6400.0,0.0,0.9871293535342849,1.0,1.0,0.009267516003015881,0.05477712021354978,0.5139848304262871,7.999999996551136,2592,0,0,0
cell_r12_c1_blob_2_word_5,0.0,1,1,0.25,1.0,1,1,0,0,0.2173898071050644,-0.01270869673565994,0.00012616511454771706,0.0,1.0,0.0,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0021875,0.009375,0.638457225983086,8.027678516893289,0.47619046712018154,0.051130652,1,6400.0,0.0,0.9871293535342849,1.0,1.0,0.006573015481297548,0.047661412914663616,0.5723801287650591,5.999999996694232,2592,0,0,0
cell_r12_c1_blob_2_word_6,0.0,1,1,0.25,1.0,1,1,0,0,0.3061201572418213,-0.014985014985074865,0.0001484386791850612,0.0,1.0,0.0,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0025,0.009375,0.7548270342951876,9.50658909116709,0.4819277031015629,0.05658769,1,6400.0,0.0,0.9871293535342849,1.0,1.0,0.0064425324171345595,0.04767922597527243,0.5741499018821423,5.999999996713624,2592,0,0,0
cell_r12_c3_blob_1_word_1,0.0003125,1,1,0.04591836734693878,0.6349206349206349,1,1,0,1,15.015560150146484,-0.14253584481368584,0.0012568670919114284,0.0,0.98,0.03,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.00390625,0.01859375,3.157362053901246,27.538447030662148,1.9149740053662805,0.098943,1,6398.0,0.0,0.9871297853333122,0.0,0.9996875,0.010270951208712157,0.05802352782936718,0.6271504338510624,8.999999995528464,2592,0,0,0
cell_r13_c0_blob_1_word_1,0.00328125,1,1,0.06666666666666667,0.49333333333333335,1,1,1,0,28.415037155151367,0.11741159856319427,0.0020793940712211536,0.0,0.97,0.04,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.005625,0.0234375,5.651543843986933,47.743658502250256,1.2398108709528184,0.18263872,2,6379.0,0.0,0.9871330746452653,0.0,0.99671875,0.013882840340951413,0.06661003206371076,0.6106633203820158,11.999999994378712,2592,0,0,0
cell_r13_c10_blob_1_word_1,0.005625,1,1,0.06666666666666667,0.6074074074074074,1,1,2,1,66.14436340332031,0.34378498792648315,0.004070962484497967,0.0,0.95,0.035,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.00890625,0.0334375,10.804016091836873,72.09138808683969,1.6669347322399064,0.1797899,1,6364.0,0.0,0.9871364149062116,-3.0,0.994375,0.015689010202844522,0.06620788915724868,0.6689083123174245,11.999999995266634,2592,0,0,0
cell_r13_c10_blob_1_word_2,0.0071875,1,1,0.058823529411764705,0.6214177978883861,1,1,5,1,89.12226867675781,0.31316930055618286,0.005103973841529407,0.0,0.865,0.055,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.02421875,0.08171875,19.67591035862832,77.57890210333751,1.0025406879460343,0.19898544,4,6354.0,0.0,0.9871368546134875,-8.0,0.9928125,0.029255381282708,0.08512329007787553,0.9999999987499999,20.999999989183358,2592,0,0,0
cell_r13_c11_blob_1_word_1,0.0,1,1,0.25,1.0,1,1,4,0,1.4175362586975098,0.07456143200397491,0.00019082794719686223,0.0,1.0,0.0,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01125,0.035,3.467136417069635,20.304561434944354,0.11152694577387143,0.07157442,1,6400.0,0.0,0.9871293535342849,1.0,1.0,0.011352556950956985,0.06708762238130278,0.702381046060998,11.99999999085379,2592,0,0,0
cell_r13_c11_blob_1_word_2,0.00859375,1,1,0.05555555555555555,0.691358024691358,1,1,3,2,96.58527374267578,0.452245831489563,0.004262438146518715,0.0,0.895,0.115,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0221875,0.0675,16.47963898632946,75.4897401895135,1.0185883692146767,0.19709428,1,6345.0,0.0,0.9871409620445494,-8.0,0.99140625,0.023644198796088173,0.079908674774371,0.9999999987499999,17.999999990826105,2592,0,0,0
cell_r13_c11_blob_1_word_3,0.00734375,1,1,0.05263157894736842,0.5835240274599542,1,1,2,3,78.3213119506836,0.8429265022277832,0.004837252431558332,0.0,0.925,0.035,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01390625,0.05203125,15.13967480408352,80.31432933684125,1.2528997195678757,0.18926796,1,6353.0,0.0,0.9871408562184637,-5.0,0.99265625,0.019432403920859573,0.07087747345944787,0.49999999984375,13.999999995430148,2592,0,0,0
cell_r13_c11_blob_1_word_4,0.0053125,1,1,0.05555555555555556,0.5227272727272727,1,1,2,2,54.645782470703125,0.3538404107093811,0.0028551142145518404,0.0,0.925,0.0475,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01296875,0.0403125,12.04452252374871,69.43702256127428,0.9797853441190635,0.19857335,1,6366.0,0.0,0.9871405263186752,-5.0,0.9946875,0.017040284131966,0.06587304718190307,0.5021245952769705,11.999999996624517,2592,0,0,0
cell_r13_c12_blob_1_word_1,0.00875,1,1,0.07692307692307691,0.6573426573426573,1,1,5,1,70.52253723144531,0.3158995509147644,0.0050924491682654205,0.0,0.885,0.033,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.015625,0.0546875,15.91300505194263,78.07877845622873,1.0575530335883578,0.18865904,3,6344.0,0.0,0.9871428340196191,-7.0,0.99125,0.02417489271944038,0.07974972729660991,0.6918575892607404,17.999999993353214,2592,0,0,0
cell_r13_c13_blob_1_word_1,0.00109375,1,1,0.049999999999999996,0.40625,1,1,2,2,37.684837341308594,0.03673768788576126,0.001818524015379498,0.0,0.965,0.045,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01234375,0.0453125,10.294959968350312,56.15410759018492,0.504452974428311,0.15889715,3,6393.0,0.0,0.9871297693270424,0.0,0.99890625,0.016121001848697723,0.0743448070250658,0.9999999987499999,14.999999987462367,2592,0,0,0
cell_r13_c14_blob_1_word_1,0.01578125,1,1,0.05,0.5853932584269663,1,1,13,2,188.1912078857422,0.31427091360092163,0.010649330259413942,0.0,0.735,0.07625,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.06390625,0.1915625,45.884046137137275,112.25098244596818,0.7673051187740761,0.21908271,2,6299.0,0.0,0.9871199145602226,-18.0,0.98421875,0.05438224005872471,0.10455362666916611,0.9999999987499999,35.999999985980494,2592,0,0,0
cell_r13_c15_blob_1_word_1,0.0053125,2,1,0.06666666666666667,0.6842105263157895,1,1,3,2,63.733642578125,0.15909092128276825,0.002513414207737667,0.0,0.93,0.08,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0121875,0.03890625,10.097067827439517,58.65945018740021,0.9469873876551334,0.17661433,2,6366.0,0.0,0.9871366468409278,-5.0,0.9946875,0.01730293220309153,0.06580454517463297,0.41288392858106676,11.999999996981522,2592,0,0,0
cell_r13_c15_blob_1_word_2,0.01390625,1,1,0.058823529411764705,0.6013071895424836,1,1,5,2,134.89907836914062,0.374452143907547,0.007097999844470526,0.0,0.835,0.043,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.026875,0.08875,27.26678838412785,101.72341053668616,1.0234749539363497,0.20768668,2,6311.0,0.0,0.9871467769067848,-9.0,0.98609375,0.03364984460921958,0.09014958243803181,0.702467491341666,23.999999991490093,2592,0,0,0
cell_r13_c16_blob_1_word_1,0.00265625,1,1,0.05777777777777778,0.558974358974359,1,1,1,1,32.07449722290039,0.24271845817565918,0.0019075611345917435,0.0,0.965,0.045,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0059375,0.02265625,5.61036041012151,44.79042984911555,1.270669189123226,0.16736318,3,6383.0,0.0,0.987130771858924,-1.0,0.99734375,0.01258378132161279,0.06391772528168731,0.9999999987499999,10.999999992331809,2592,0,0,0
cell_r13_c17_blob_1_word_1,0.00796875,1,1,0.0625,0.6442307692307693,1,1,3,1,94.81603240966797,0.3664425313472748,0.005128697547681463,0.0,0.915,0.03833333333333334,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0159375,0.0528125,15.518563011707352,79.23603474462658,1.2343663132469525,0.20126322,6,6349.0,0.0,0.9871369877189484,-7.0,0.99203125,0.02223925751895992,0.08031101957367018,0.9999999987499999,17.999999988368675,2592,0,0,0
cell_r13_c17_blob_1_word_2,0.00921875,1,1,0.0625,0.6538461538461539,1,1,2,1,98.13471984863281,0.5070422887802124,0.004476233299862122,0.0,0.91,0.055,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0153125,0.05390625,15.821791301053175,78.68885511955247,1.0744244201121789,0.2030685,4,6341.0,0.0,0.987153139062885,-6.0,0.99078125,0.021681031953503915,0.07802932029247223,0.9999999987499999,16.999999991097603,2592,0,0,0
cell_r13_c17_blob_1_word_3,0.00203125,1,1,0.05263157894736842,0.551487414187643,1,1,3,2,60.249610900878906,0.2377796173095703,0.002631631997991148,0.0,0.925,0.08,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0121875,0.0478125,9.737426324653146,52.40858139247763,0.9179043089655586,0.17067404,1,6387.0,0.0,0.9871346492023738,-3.0,0.99796875,0.01950485820051269,0.0735295691587569,0.9999999987499999,14.999999992372997,2592,0,0,0
cell_r13_c17_blob_1_word_4,0.0,1,1,0.16666666666666669,0.6470588235294118,1,1,1,0,0.7193590402603149,0.05714285373687744,0.0001831724397660683,0.0,1.0,0.0,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.005,0.0175,1.6044514905163225,14.237388644501486,0.23411513699537648,0.07033284,1,6400.0,0.0,0.9871293535342849,1.0,1.0,0.008233450042786895,0.05494206085334246,0.7960831320034197,7.999999993087224,2592,0,0,0
cell_r13_c18_blob_1_word_1,0.00640625,1,1,0.05555555555555555,0.5576131687242798,1,1,2,3,70.81532287597656,0.7192000150680542,0.0038780222618617615,0.0,0.915,0.03833333333333334,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.016875,0.05390625,15.35464679825719,75.62072184064874,0.9333374916596436,0.19866939,3,6359.0,0.0,0.9871420548521901,-7.0,0.99359375,0.02132720355295566,0.07812677109038323,0.7071067807446058,16.99999999245651,2592,0,0,0
cell_r13_c18_blob_1_word_2,0.01453125,1,1,0.05882352941176471,0.6355498721227621,1,1,6,2,146.6572265625,0.22315530478954315,0.006528670953083159,0.0,0.815,0.07166666666666667,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0303125,0.0934375,26.242455463741138,94.25830086116324,0.9801523874490822,0.2066387,2,6307.0,0.0,0.9871401500124233,-13.0,0.98546875,0.03599728671020659,0.0892381902897318,0.5912694093315727,23.99999999332285,2592,0,0,0
cell_r13_c1_blob_1_word_1,0.00265625,1,1,0.04296875,0.4715909090909091,1,1,0,1,25.65209197998047,-0.21694864500777694,0.001797403341963215,0.0,0.98,0.03,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.00453125,0.0196875,5.106206236559143,44.9353261128672,1.6405577932363027,0.15648782,2,6383.0,0.0,0.9871320542081454,-1.0,0.99734375,0.01115305969943555,0.0671210763102451,0.9999999987499999,11.999999989827149,2592,0,0,0
cell_r13_c1_blob_1_word_2,0.00859375,1,1,0.07692307692307693,0.7054945054945055,1,1,5,0,79.39627838134766,0.4086887836456299,0.0055298155697473695,0.0,0.87,0.0425,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01734375,0.06296875,17.447864993648622,81.41227338161863,1.0861925915627209,0.19439007,1,6345.0,0.0,0.9871283084197848,-5.0,0.99140625,0.02663927283126458,0.07896070912518527,0.5372852194570228,17.99999999503949,2592,0,0,0
cell_r13_c1_blob_1_word_3,0.0071875,1,1,0.07142857142857142,0.6428571428571429,1,1,5,1,66.65045928955078,0.2243509292602539,0.0032994634645104404,0.0,0.86,0.05666666666666667,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.02046875,0.0659375,16.656610538127016,74.34645553340897,0.7789069075156639,0.19095488,1,6354.0,0.0,0.987134620718571,-8.0,0.9928125,0.027352987872511815,0.07871631658846236,0.3755115637991713,17.999999995760444,2592,0,0,0
cell_r13_c1_blob_1_word_4,0.0265625,1,1,0.0625,0.5858516483516484,1,1,16,0,160.88653564453125,0.2555284798145294,0.010211950570086961,0.0,0.59,0.14666666666666667,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.050625,0.15359375,45.02941578308938,121.35274961546469,0.807958408853338,0.22632752,3,6230.0,0.0,0.9870755361367618,-20.0,0.9734375,0.0627296669139278,0.11076413042017902,0.7174121241339125,41.999999987473,2592,0,0,0
cell_r13_c1_blob_1_word_5,0.0275,2,3,0.0588235294117647,0.5834658187599364,1,2,13,1,218.05886840820312,0.18622025847434998,0.012272456698096028,0.0,0.725,0.07875,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0425,0.135,44.92250430623017,132.0316552265279,1.1023348521888547,0.22139493,12,3112.0,3102.0,0.9612630563608325,-7.0,0.9725,0.05089572090325841,0.1062944705802899,0.9999999987499999,35.99999998267922,2592,0,0,0
cell_r13_c4_blob_1_word_1,0.00515625,1,1,0.07142857142857142,0.6470588235294118,1,1,5,1,58.458091735839844,0.1787155568599701,0.0029561090694964383,0.0,0.875,0.0725,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01984375,0.060625,13.813465573396034,64.54538166168516,0.8022939151740169,0.18601267,2,6367.0,0.0,0.9871301905687516,-3.0,0.99484375,0.025721761402117304,0.07926433897189177,0.6058228085621021,17.99999999438564,2592,0,0,0
cell_r13_c5_blob_1_word_1,0.001875,1,1,0.04081632653061224,0.5357142857142857,1,1,0,1,18.18650245666504,-0.19074128332934423,0.0016134450899156993,0.0,0.98,0.03,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.00265625,0.0153125,3.717366389901979,38.729848787766095,2.6436548008637173,0.11609224,1,6388.0,0.0,0.9871304024999875,0.0,0.998125,0.009932316259985521,0.0580824527212124,0.6668694391531788,8.99999999527744,2592,0,0,0
cell_r13_c6_blob_1_word_1,0.00734375,1,1,0.06666666666666667,0.6814814814814815,1,2,2,2,68.02521514892578,0.33493807911872864,0.003435782856222969,0.0,0.945,0.0375,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0103125,0.03640625,11.288419490827224,67.55300482139276,0.9876054384746352,0.20776616,2,3176.5,3172.5,0.4935716790404785,-0.5,0.99265625,0.0166183067417683,0.06598076620689565,0.4787613006114732,11.999999996326865,2592,0,0,0
cell_r13_c6_blob_1_word_2,0.00921875,1,1,0.058823529411764705,0.667578659370725,1,1,5,1,121.69273376464844,0.47192850708961487,0.005830509473110235,0.0,0.84,0.06333333333333332,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.02859375,0.090625,23.44019174617229,86.07320233907112,0.8810789900764859,0.2040346,3,6341.0,0.0,0.9871406741097358,-14.0,0.99078125,0.03395010865288554,0.09003693341331902,0.573415547711171,23.999999991596525,2592,0,0,0
cell_r13_c7_blob_1_word_1,0.0053125,1,1,0.0625,0.64375,1,1,3,1,64.54316711425781,0.3065604269504547,0.003903988244649579,0.0,0.94,0.04,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01171875,0.04,10.338880178879654,59.614879070973295,1.2243559202677148,0.16666494,5,6366.0,0.0,0.9871333440490538,-6.0,0.9946875,0.017430974812756343,0.06577074384140907,0.45109602883648087,11.999999996748505,2592,0,0,0
cell_r13_c7_blob_1_word_2,0.0084375,1,1,0.05555555555555555,0.5925925925925926,1,1,6,1,113.59616088867188,0.24637146294116974,0.005085892831876037,0.0,0.82,0.07,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.03046875,0.09203125,23.575187373829532,85.37533625285951,0.8064169505192499,0.20313758,4,6346.0,0.0,0.9871363440666274,-12.0,0.9915625,0.034196630344492655,0.08994359193002628,0.602707037293642,23.99999999205216,2592,0,0,0
