filename,r,c,x_min,y_min,x_max,y_max,width,height
cell_r6_c0.png,6,0,1,158,16,170,15,12
cell_r6_c1.png,6,1,16,158,229,170,213,12
cell_r6_c2.png,6,2,229,159,280,170,51,11
cell_r6_c3.png,6,3,280,159,324,170,44,11
cell_r6_c4.png,6,4,323,159,359,170,36,11
cell_r6_c5.png,6,5,359,159,391,171,32,12
cell_r6_c6.png,6,6,391,159,446,171,55,12
cell_r6_c7.png,6,7,446,159,502,170,56,11
cell_r6_c8.png,6,8,502,159,538,171,36,12
cell_r6_c9.png,6,9,538,160,570,171,32,11
cell_r6_c10.png,6,10,570,159,626,171,56,12
cell_r6_c11.png,6,11,626,159,698,171,72,12
cell_r6_c12.png,6,12,698,160,734,171,36,11
cell_r6_c13.png,6,13,734,159,766,171,32,12
cell_r6_c14.png,6,14,766,159,822,171,56,12
cell_r6_c15.png,6,15,822,160,887,171,65,11
cell_r6_c16.png,6,16,887,160,919,171,32,11
cell_r6_c17.png,6,17,919,160,985,171,66,11
cell_r6_c18.png,6,18,985,160,1050,171,65,11
cell_r6_c0.png,6,0,1,158,16,170,15,12
cell_r6_c1.png,6,1,16,158,229,170,213,12
cell_r6_c2.png,6,2,229,159,280,170,51,11
cell_r6_c3.png,6,3,280,159,324,170,44,11
cell_r6_c4.png,6,4,323,159,359,170,36,11
cell_r6_c5.png,6,5,359,159,391,171,32,12
cell_r6_c6.png,6,6,391,159,446,171,55,12
cell_r6_c7.png,6,7,446,159,502,170,56,11
cell_r6_c8.png,6,8,502,159,538,171,36,12
cell_r6_c9.png,6,9,538,160,570,171,32,11
cell_r6_c10.png,6,10,570,159,626,171,56,12
cell_r6_c11.png,6,11,626,159,698,171,72,12
cell_r6_c12.png,6,12,698,160,734,171,36,11
cell_r6_c13.png,6,13,734,159,766,171,32,12
cell_r6_c14.png,6,14,766,159,822,171,56,12
cell_r6_c15.png,6,15,822,160,887,171,65,11
cell_r6_c16.png,6,16,887,160,919,171,32,11
cell_r6_c17.png,6,17,919,160,985,171,66,11
cell_r6_c18.png,6,18,985,160,1050,171,65,11
cell_r6_c0.png,6,0,1,158,16,170,15,12
cell_r6_c1.png,6,1,16,158,229,170,213,12
cell_r6_c2.png,6,2,229,159,280,170,51,11
cell_r6_c3.png,6,3,280,159,324,170,44,11
cell_r6_c4.png,6,4,323,159,359,170,36,11
cell_r6_c5.png,6,5,359,159,391,171,32,12
cell_r6_c6.png,6,6,391,159,446,171,55,12
cell_r6_c7.png,6,7,446,159,502,170,56,11
cell_r6_c8.png,6,8,502,159,538,171,36,12
cell_r6_c9.png,6,9,538,160,570,171,32,11
cell_r6_c10.png,6,10,570,159,626,171,56,12
cell_r6_c11.png,6,11,626,159,698,171,72,12
cell_r6_c12.png,6,12,698,160,734,171,36,11
cell_r6_c13.png,6,13,734,159,766,171,32,12
cell_r6_c14.png,6,14,766,159,822,171,56,12
cell_r6_c15.png,6,15,822,160,887,171,65,11
cell_r6_c16.png,6,16,887,160,919,171,32,11
cell_r6_c17.png,6,17,919,160,985,171,66,11
cell_r6_c18.png,6,18,985,160,1050,171,65,11
cell_r6_c0.png,6,0,1,158,16,170,15,12
cell_r6_c1.png,6,1,16,158,229,170,213,12
cell_r6_c2.png,6,2,229,159,280,170,51,11
cell_r6_c3.png,6,3,280,159,324,170,44,11
cell_r6_c4.png,6,4,323,159,359,170,36,11
cell_r6_c5.png,6,5,359,159,391,171,32,12
cell_r6_c6.png,6,6,391,159,446,171,55,12
cell_r6_c7.png,6,7,446,159,502,170,56,11
cell_r6_c8.png,6,8,502,159,538,171,36,12
cell_r6_c9.png,6,9,538,160,570,171,32,11
cell_r6_c10.png,6,10,570,159,626,171,56,12
cell_r6_c11.png,6,11,626,159,698,171,72,12
cell_r6_c12.png,6,12,698,160,734,171,36,11
cell_r6_c13.png,6,13,734,159,766,171,32,12
cell_r6_c14.png,6,14,766,159,822,171,56,12
cell_r6_c15.png,6,15,822,160,887,171,65,11
cell_r6_c16.png,6,16,887,160,919,171,32,11
cell_r6_c17.png,6,17,919,160,985,171,66,11
cell_r6_c18.png,6,18,985,160,1050,171,65,11
cell_r6_c0.png,6,0,1,158,16,170,15,12
cell_r6_c1.png,6,1,16,158,229,170,213,12
cell_r6_c2.png,6,2,229,159,280,170,51,11
cell_r6_c3.png,6,3,280,159,324,170,44,11
cell_r6_c4.png,6,4,323,159,359,170,36,11
cell_r6_c5.png,6,5,359,159,391,171,32,12
cell_r6_c6.png,6,6,391,159,446,171,55,12
cell_r6_c7.png,6,7,446,159,502,170,56,11
cell_r6_c8.png,6,8,502,159,538,171,36,12
cell_r6_c9.png,6,9,538,160,570,171,32,11
cell_r6_c10.png,6,10,570,159,626,171,56,12
cell_r6_c11.png,6,11,626,159,698,171,72,12
cell_r6_c12.png,6,12,698,160,734,171,36,11
cell_r6_c13.png,6,13,734,159,766,171,32,12
cell_r6_c14.png,6,14,766,159,822,171,56,12
cell_r6_c15.png,6,15,822,160,887,171,65,11
cell_r6_c16.png,6,16,887,160,919,171,32,11
cell_r6_c17.png,6,17,919,160,985,171,66,11
cell_r6_c18.png,6,18,985,160,1050,171,65,11
cell_r6_c0.png,6,0,1,158,16,170,15,12
cell_r6_c1.png,6,1,16,158,229,170,213,12
cell_r6_c2.png,6,2,229,159,280,170,51,11
cell_r6_c3.png,6,3,280,159,324,170,44,11
cell_r6_c4.png,6,4,323,159,359,170,36,11
cell_r6_c5.png,6,5,359,159,391,171,32,12
cell_r6_c6.png,6,6,391,159,446,171,55,12
cell_r6_c7.png,6,7,446,159,502,170,56,11
cell_r6_c8.png,6,8,502,159,538,171,36,12
cell_r6_c9.png,6,9,538,160,570,171,32,11
cell_r6_c10.png,6,10,570,159,626,171,56,12
cell_r6_c11.png,6,11,626,159,698,171,72,12
cell_r6_c12.png,6,12,698,160,734,171,36,11
cell_r6_c13.png,6,13,734,159,766,171,32,12
cell_r6_c14.png,6,14,766,159,822,171,56,12
cell_r6_c15.png,6,15,822,160,887,171,65,11
cell_r6_c16.png,6,16,887,160,919,171,32,11
cell_r6_c17.png,6,17,919,160,985,171,66,11
cell_r6_c18.png,6,18,985,160,1050,171,65,11
cell_r6_c0.png,6,0,1,158,16,170,15,12
cell_r6_c1.png,6,1,16,158,229,170,213,12
cell_r6_c2.png,6,2,229,159,280,170,51,11
cell_r6_c3.png,6,3,280,159,324,170,44,11
cell_r6_c4.png,6,4,323,159,359,170,36,11
cell_r6_c5.png,6,5,359,159,391,171,32,12
cell_r6_c6.png,6,6,391,159,446,171,55,12
cell_r6_c7.png,6,7,446,159,502,170,56,11
cell_r6_c8.png,6,8,502,159,538,171,36,12
cell_r6_c9.png,6,9,538,160,570,171,32,11
cell_r6_c10.png,6,10,570,159,626,171,56,12
cell_r6_c11.png,6,11,626,159,698,171,72,12
cell_r6_c12.png,6,12,698,160,734,171,36,11
cell_r6_c13.png,6,13,734,159,766,171,32,12
cell_r6_c14.png,6,14,766,159,822,171,56,12
cell_r6_c15.png,6,15,822,160,887,171,65,11
cell_r6_c16.png,6,16,887,160,919,171,32,11
cell_r6_c17.png,6,17,919,160,985,171,66,11
cell_r6_c18.png,6,18,985,160,1050,171,65,11
cell_r7_c0.png,7,0,1,170,16,181,15,11
cell_r7_c1.png,7,1,16,170,229,182,213,12
cell_r7_c2.png,7,2,229,170,280,182,51,12
cell_r7_c3.png,7,3,280,170,323,182,43,12
cell_r7_c4.png,7,4,323,170,359,182,36,12
cell_r7_c5.png,7,5,359,170,391,182,32,12
cell_r7_c6.png,7,6,391,170,446,182,55,12
cell_r7_c7.png,7,7,445,170,502,182,57,12
cell_r7_c8.png,7,8,502,170,538,182,36,12
cell_r7_c9.png,7,9,538,171,570,182,32,11
cell_r7_c10.png,7,10,570,170,627,182,57,12
cell_r7_c11.png,7,11,626,170,698,182,72,12
cell_r7_c12.png,7,12,698,171,734,182,36,11
cell_r7_c13.png,7,13,734,171,766,182,32,11
cell_r7_c14.png,7,14,766,171,822,182,56,11
cell_r7_c15.png,7,15,822,171,887,182,65,11
cell_r7_c16.png,7,16,887,171,919,183,32,12
cell_r7_c17.png,7,17,919,171,985,183,66,12
cell_r7_c18.png,7,18,985,171,1050,182,65,11
cell_r7_c0.png,7,0,1,170,16,181,15,11
cell_r7_c1.png,7,1,16,170,229,182,213,12
cell_r7_c2.png,7,2,229,170,280,182,51,12
cell_r7_c3.png,7,3,280,170,323,182,43,12
cell_r7_c4.png,7,4,323,170,359,182,36,12
cell_r7_c5.png,7,5,359,170,391,182,32,12
cell_r7_c6.png,7,6,391,170,446,182,55,12
cell_r7_c7.png,7,7,445,170,502,182,57,12
cell_r7_c8.png,7,8,502,170,538,182,36,12
cell_r7_c9.png,7,9,538,171,570,182,32,11
cell_r7_c10.png,7,10,570,170,627,182,57,12
cell_r7_c11.png,7,11,626,170,698,182,72,12
cell_r7_c12.png,7,12,698,171,734,182,36,11
cell_r7_c13.png,7,13,734,171,766,182,32,11
cell_r7_c14.png,7,14,766,171,822,182,56,11
cell_r7_c15.png,7,15,822,171,887,182,65,11
cell_r7_c16.png,7,16,887,171,919,183,32,12
cell_r7_c17.png,7,17,919,171,985,183,66,12
cell_r7_c18.png,7,18,985,171,1050,182,65,11
cell_r7_c0.png,7,0,1,170,16,181,15,11
cell_r7_c1.png,7,1,16,170,229,182,213,12
cell_r7_c2.png,7,2,229,170,280,182,51,12
cell_r7_c3.png,7,3,280,170,323,182,43,12
cell_r7_c4.png,7,4,323,170,359,182,36,12
cell_r7_c5.png,7,5,359,170,391,182,32,12
cell_r7_c6.png,7,6,391,170,446,182,55,12
cell_r7_c7.png,7,7,445,170,502,182,57,12
cell_r7_c8.png,7,8,502,170,538,182,36,12
cell_r7_c9.png,7,9,538,171,570,182,32,11
cell_r7_c10.png,7,10,570,170,627,182,57,12
cell_r7_c11.png,7,11,626,170,698,182,72,12
cell_r7_c12.png,7,12,698,171,734,182,36,11
cell_r7_c13.png,7,13,734,171,766,182,32,11
cell_r7_c14.png,7,14,766,171,822,182,56,11
cell_r7_c15.png,7,15,822,171,887,182,65,11
cell_r7_c16.png,7,16,887,171,919,183,32,12
cell_r7_c17.png,7,17,919,171,985,183,66,12
cell_r7_c18.png,7,18,985,171,1050,182,65,11
cell_r7_c0.png,7,0,1,170,16,181,15,11
cell_r7_c1.png,7,1,16,170,229,182,213,12
cell_r7_c2.png,7,2,229,170,280,182,51,12
cell_r7_c3.png,7,3,280,170,323,182,43,12
cell_r7_c4.png,7,4,323,170,359,182,36,12
cell_r7_c5.png,7,5,359,170,391,182,32,12
cell_r7_c6.png,7,6,391,170,446,182,55,12
cell_r7_c7.png,7,7,445,170,502,182,57,12
cell_r7_c8.png,7,8,502,170,538,182,36,12
cell_r7_c9.png,7,9,538,171,570,182,32,11
cell_r7_c10.png,7,10,570,170,627,182,57,12
cell_r7_c11.png,7,11,626,170,698,182,72,12
cell_r7_c12.png,7,12,698,171,734,182,36,11
cell_r7_c13.png,7,13,734,171,766,182,32,11
cell_r7_c14.png,7,14,766,171,822,182,56,11
cell_r7_c15.png,7,15,822,171,887,182,65,11
cell_r7_c16.png,7,16,887,171,919,183,32,12
cell_r7_c17.png,7,17,919,171,985,183,66,12
cell_r7_c18.png,7,18,985,171,1050,182,65,11
cell_r7_c0.png,7,0,1,170,16,181,15,11
cell_r7_c1.png,7,1,16,170,229,182,213,12
cell_r7_c2.png,7,2,229,170,280,182,51,12
cell_r7_c3.png,7,3,280,170,323,182,43,12
cell_r7_c4.png,7,4,323,170,359,182,36,12
cell_r7_c5.png,7,5,359,170,391,182,32,12
cell_r7_c6.png,7,6,391,170,446,182,55,12
cell_r7_c7.png,7,7,445,170,502,182,57,12
cell_r7_c8.png,7,8,502,170,538,182,36,12
cell_r7_c9.png,7,9,538,171,570,182,32,11
cell_r7_c10.png,7,10,570,170,627,182,57,12
cell_r7_c11.png,7,11,626,170,698,182,72,12
cell_r7_c12.png,7,12,698,171,734,182,36,11
cell_r7_c13.png,7,13,734,171,766,182,32,11
cell_r7_c14.png,7,14,766,171,822,182,56,11
cell_r7_c15.png,7,15,822,171,887,182,65,11
cell_r7_c16.png,7,16,887,171,919,183,32,12
cell_r7_c17.png,7,17,919,171,985,183,66,12
cell_r7_c18.png,7,18,985,171,1050,182,65,11
cell_r7_c0.png,7,0,1,170,16,181,15,11
cell_r7_c1.png,7,1,16,170,229,182,213,12
cell_r7_c2.png,7,2,229,170,280,182,51,12
cell_r7_c3.png,7,3,280,170,323,182,43,12
cell_r7_c4.png,7,4,323,170,359,182,36,12
cell_r7_c5.png,7,5,359,170,391,182,32,12
cell_r7_c6.png,7,6,391,170,446,182,55,12
cell_r7_c7.png,7,7,445,170,502,182,57,12
cell_r7_c8.png,7,8,502,170,538,182,36,12
cell_r7_c9.png,7,9,538,171,570,182,32,11
cell_r7_c10.png,7,10,570,170,627,182,57,12
cell_r7_c11.png,7,11,626,170,698,182,72,12
cell_r7_c12.png,7,12,698,171,734,182,36,11
cell_r7_c13.png,7,13,734,171,766,182,32,11
cell_r7_c14.png,7,14,766,171,822,182,56,11
cell_r7_c15.png,7,15,822,171,887,182,65,11
cell_r7_c16.png,7,16,887,171,919,183,32,12
cell_r7_c17.png,7,17,919,171,985,183,66,12
cell_r7_c18.png,7,18,985,171,1050,182,65,11
cell_r7_c0.png,7,0,1,170,16,181,15,11
cell_r7_c1.png,7,1,16,170,229,182,213,12
cell_r7_c2.png,7,2,229,170,280,182,51,12
cell_r7_c3.png,7,3,280,170,323,182,43,12
cell_r7_c4.png,7,4,323,170,359,182,36,12
cell_r7_c5.png,7,5,359,170,391,182,32,12
cell_r7_c6.png,7,6,391,170,446,182,55,12
cell_r7_c7.png,7,7,445,170,502,182,57,12
cell_r7_c8.png,7,8,502,170,538,182,36,12
cell_r7_c9.png,7,9,538,171,570,182,32,11
cell_r7_c10.png,7,10,570,170,627,182,57,12
cell_r7_c11.png,7,11,626,170,698,182,72,12
cell_r7_c12.png,7,12,698,171,734,182,36,11
cell_r7_c13.png,7,13,734,171,766,182,32,11
cell_r7_c14.png,7,14,766,171,822,182,56,11
cell_r7_c15.png,7,15,822,171,887,182,65,11
cell_r7_c16.png,7,16,887,171,919,183,32,12
cell_r7_c17.png,7,17,919,171,985,183,66,12
cell_r7_c18.png,7,18,985,171,1050,182,65,11
cell_r7_c0.png,7,0,1,170,16,181,15,11
cell_r7_c1.png,7,1,16,170,229,182,213,12
cell_r7_c2.png,7,2,229,170,280,182,51,12
cell_r7_c3.png,7,3,280,170,323,182,43,12
cell_r7_c4.png,7,4,323,170,359,182,36,12
cell_r7_c5.png,7,5,359,170,391,182,32,12
cell_r7_c6.png,7,6,391,170,446,182,55,12
cell_r7_c7.png,7,7,445,170,502,182,57,12
cell_r7_c8.png,7,8,502,170,538,182,36,12
cell_r7_c9.png,7,9,538,171,570,182,32,11
cell_r7_c10.png,7,10,570,170,627,182,57,12
cell_r7_c11.png,7,11,626,170,698,182,72,12
cell_r7_c12.png,7,12,698,171,734,182,36,11
cell_r7_c13.png,7,13,734,171,766,182,32,11
cell_r7_c14.png,7,14,766,171,822,182,56,11
cell_r7_c15.png,7,15,822,171,887,182,65,11
cell_r7_c16.png,7,16,887,171,919,183,32,12
cell_r7_c17.png,7,17,919,171,985,183,66,12
cell_r7_c18.png,7,18,985,171,1050,182,65,11
cell_r7_c0.png,7,0,1,170,16,181,15,11
cell_r7_c1.png,7,1,16,170,229,182,213,12
cell_r7_c2.png,7,2,229,170,280,182,51,12
cell_r7_c3.png,7,3,280,170,323,182,43,12
cell_r7_c4.png,7,4,323,170,359,182,36,12
cell_r7_c5.png,7,5,359,170,391,182,32,12
cell_r7_c6.png,7,6,391,170,446,182,55,12
cell_r7_c7.png,7,7,445,170,502,182,57,12
cell_r7_c8.png,7,8,502,170,538,182,36,12
cell_r7_c9.png,7,9,538,171,570,182,32,11
cell_r7_c10.png,7,10,570,170,627,182,57,12
cell_r7_c11.png,7,11,626,170,698,182,72,12
cell_r7_c12.png,7,12,698,171,734,182,36,11
cell_r7_c13.png,7,13,734,171,766,182,32,11
cell_r7_c14.png,7,14,766,171,822,182,56,11
cell_r7_c15.png,7,15,822,171,887,182,65,11
cell_r7_c16.png,7,16,887,171,919,183,32,12
cell_r7_c17.png,7,17,919,171,985,183,66,12
cell_r7_c18.png,7,18,985,171,1050,182,65,11
cell_r7_c0.png,7,0,1,170,16,181,15,11
cell_r7_c1.png,7,1,16,170,229,182,213,12
cell_r7_c2.png,7,2,229,170,280,182,51,12
cell_r7_c3.png,7,3,280,170,323,182,43,12
cell_r7_c4.png,7,4,323,170,359,182,36,12
cell_r7_c5.png,7,5,359,170,391,182,32,12
cell_r7_c6.png,7,6,391,170,446,182,55,12
cell_r7_c7.png,7,7,445,170,502,182,57,12
cell_r7_c8.png,7,8,502,170,538,182,36,12
cell_r7_c9.png,7,9,538,171,570,182,32,11
cell_r7_c10.png,7,10,570,170,627,182,57,12
cell_r7_c11.png,7,11,626,170,698,182,72,12
cell_r7_c12.png,7,12,698,171,734,182,36,11
cell_r7_c13.png,7,13,734,171,766,182,32,11
cell_r7_c14.png,7,14,766,171,822,182,56,11
cell_r7_c15.png,7,15,822,171,887,182,65,11
cell_r7_c16.png,7,16,887,171,919,183,32,12
cell_r7_c17.png,7,17,919,171,985,183,66,12
cell_r7_c18.png,7,18,985,171,1050,182,65,11
cell_r7_c0.png,7,0,1,170,16,181,15,11
cell_r7_c1.png,7,1,16,170,229,182,213,12
cell_r7_c2.png,7,2,229,170,280,182,51,12
cell_r7_c3.png,7,3,280,170,323,182,43,12
cell_r7_c4.png,7,4,323,170,359,182,36,12
cell_r7_c5.png,7,5,359,170,391,182,32,12
cell_r7_c6.png,7,6,391,170,446,182,55,12
cell_r7_c7.png,7,7,445,170,502,182,57,12
cell_r7_c8.png,7,8,502,170,538,182,36,12
cell_r7_c9.png,7,9,538,171,570,182,32,11
cell_r7_c10.png,7,10,570,170,627,182,57,12
cell_r7_c11.png,7,11,626,170,698,182,72,12
cell_r7_c12.png,7,12,698,171,734,182,36,11
cell_r7_c13.png,7,13,734,171,766,182,32,11
cell_r7_c14.png,7,14,766,171,822,182,56,11
cell_r7_c15.png,7,15,822,171,887,182,65,11
cell_r7_c16.png,7,16,887,171,919,183,32,12
cell_r7_c17.png,7,17,919,171,985,183,66,12
cell_r7_c18.png,7,18,985,171,1050,182,65,11
cell_r7_c0.png,7,0,1,170,16,181,15,11
cell_r7_c1.png,7,1,16,170,229,182,213,12
cell_r7_c2.png,7,2,229,170,280,182,51,12
cell_r7_c3.png,7,3,280,170,323,182,43,12
cell_r7_c4.png,7,4,323,170,359,182,36,12
cell_r7_c5.png,7,5,359,170,391,182,32,12
cell_r7_c6.png,7,6,391,170,446,182,55,12
cell_r7_c7.png,7,7,445,170,502,182,57,12
cell_r7_c8.png,7,8,502,170,538,182,36,12
cell_r7_c9.png,7,9,538,171,570,182,32,11
cell_r7_c10.png,7,10,570,170,627,182,57,12
cell_r7_c11.png,7,11,626,170,698,182,72,12
cell_r7_c12.png,7,12,698,171,734,182,36,11
cell_r7_c13.png,7,13,734,171,766,182,32,11
cell_r7_c14.png,7,14,766,171,822,182,56,11
cell_r7_c15.png,7,15,822,171,887,182,65,11
cell_r7_c16.png,7,16,887,171,919,183,32,12
cell_r7_c17.png,7,17,919,171,985,183,66,12
cell_r7_c18.png,7,18,985,171,1050,182,65,11
cell_r7_c0.png,7,0,1,170,16,181,15,11
cell_r7_c1.png,7,1,16,170,229,182,213,12
cell_r7_c2.png,7,2,229,170,280,182,51,12
cell_r7_c3.png,7,3,280,170,323,182,43,12
cell_r7_c4.png,7,4,323,170,359,182,36,12
cell_r7_c5.png,7,5,359,170,391,182,32,12
cell_r7_c6.png,7,6,391,170,446,182,55,12
cell_r7_c7.png,7,7,445,170,502,182,57,12
cell_r7_c8.png,7,8,502,170,538,182,36,12
cell_r7_c9.png,7,9,538,171,570,182,32,11
cell_r7_c10.png,7,10,570,170,627,182,57,12
cell_r7_c11.png,7,11,626,170,698,182,72,12
cell_r7_c12.png,7,12,698,171,734,182,36,11
cell_r7_c13.png,7,13,734,171,766,182,32,11
cell_r7_c14.png,7,14,766,171,822,182,56,11
cell_r7_c15.png,7,15,822,171,887,182,65,11
cell_r7_c16.png,7,16,887,171,919,183,32,12
cell_r7_c17.png,7,17,919,171,985,183,66,12
cell_r7_c18.png,7,18,985,171,1050,182,65,11
cell_r7_c0.png,7,0,1,170,16,181,15,11
cell_r7_c1.png,7,1,16,170,229,182,213,12
cell_r7_c2.png,7,2,229,170,280,182,51,12
cell_r7_c3.png,7,3,280,170,323,182,43,12
cell_r7_c4.png,7,4,323,170,359,182,36,12
cell_r7_c5.png,7,5,359,170,391,182,32,12
cell_r7_c6.png,7,6,391,170,446,182,55,12
cell_r7_c7.png,7,7,445,170,502,182,57,12
cell_r7_c8.png,7,8,502,170,538,182,36,12
cell_r7_c9.png,7,9,538,171,570,182,32,11
cell_r7_c10.png,7,10,570,170,627,182,57,12
cell_r7_c11.png,7,11,626,170,698,182,72,12
cell_r7_c12.png,7,12,698,171,734,182,36,11
cell_r7_c13.png,7,13,734,171,766,182,32,11
cell_r7_c14.png,7,14,766,171,822,182,56,11
cell_r7_c15.png,7,15,822,171,887,182,65,11
cell_r7_c16.png,7,16,887,171,919,183,32,12
cell_r7_c17.png,7,17,919,171,985,183,66,12
cell_r7_c18.png,7,18,985,171,1050,182,65,11
cell_r7_c0.png,7,0,1,170,16,181,15,11
cell_r7_c1.png,7,1,16,170,229,182,213,12
cell_r7_c2.png,7,2,229,170,280,182,51,12
cell_r7_c3.png,7,3,280,170,323,182,43,12
cell_r7_c4.png,7,4,323,170,359,182,36,12
cell_r7_c5.png,7,5,359,170,391,182,32,12
cell_r7_c6.png,7,6,391,170,446,182,55,12
cell_r7_c7.png,7,7,445,170,502,182,57,12
cell_r7_c8.png,7,8,502,170,538,182,36,12
cell_r7_c9.png,7,9,538,171,570,182,32,11
cell_r7_c10.png,7,10,570,170,627,182,57,12
cell_r7_c11.png,7,11,626,170,698,182,72,12
cell_r7_c12.png,7,12,698,171,734,182,36,11
cell_r7_c13.png,7,13,734,171,766,182,32,11
cell_r7_c14.png,7,14,766,171,822,182,56,11
cell_r7_c15.png,7,15,822,171,887,182,65,11
cell_r7_c16.png,7,16,887,171,919,183,32,12
cell_r7_c17.png,7,17,919,171,985,183,66,12
cell_r7_c18.png,7,18,985,171,1050,182,65,11
cell_r7_c0.png,7,0,1,170,16,181,15,11
cell_r7_c1.png,7,1,16,170,229,182,213,12
cell_r7_c2.png,7,2,229,170,280,182,51,12
cell_r7_c3.png,7,3,280,170,323,182,43,12
cell_r7_c4.png,7,4,323,170,359,182,36,12
cell_r7_c5.png,7,5,359,170,391,182,32,12
cell_r7_c6.png,7,6,391,170,446,182,55,12
cell_r7_c7.png,7,7,445,170,502,182,57,12
cell_r7_c8.png,7,8,502,170,538,182,36,12
cell_r7_c9.png,7,9,538,171,570,182,32,11
cell_r7_c10.png,7,10,570,170,627,182,57,12
cell_r7_c11.png,7,11,626,170,698,182,72,12
cell_r7_c12.png,7,12,698,171,734,182,36,11
cell_r7_c13.png,7,13,734,171,766,182,32,11
cell_r7_c14.png,7,14,766,171,822,182,56,11
cell_r7_c15.png,7,15,822,171,887,182,65,11
cell_r7_c16.png,7,16,887,171,919,183,32,12
cell_r7_c17.png,7,17,919,171,985,183,66,12
cell_r7_c18.png,7,18,985,171,1050,182,65,11
cell_r7_c0.png,7,0,1,170,16,181,15,11
cell_r7_c1.png,7,1,16,170,229,182,213,12
cell_r7_c2.png,7,2,229,170,280,182,51,12
cell_r7_c3.png,7,3,280,170,323,182,43,12
cell_r7_c4.png,7,4,323,170,359,182,36,12
cell_r7_c5.png,7,5,359,170,391,182,32,12
cell_r7_c6.png,7,6,391,170,446,182,55,12
cell_r7_c7.png,7,7,445,170,502,182,57,12
cell_r7_c8.png,7,8,502,170,538,182,36,12
cell_r7_c9.png,7,9,538,171,570,182,32,11
cell_r7_c10.png,7,10,570,170,627,182,57,12
cell_r7_c11.png,7,11,626,170,698,182,72,12
cell_r7_c12.png,7,12,698,171,734,182,36,11
cell_r7_c13.png,7,13,734,171,766,182,32,11
cell_r7_c14.png,7,14,766,171,822,182,56,11
cell_r7_c15.png,7,15,822,171,887,182,65,11
cell_r7_c16.png,7,16,887,171,919,183,32,12
cell_r7_c17.png,7,17,919,171,985,183,66,12
cell_r7_c18.png,7,18,985,171,1050,182,65,11
cell_r7_c0.png,7,0,1,170,16,181,15,11
cell_r7_c1.png,7,1,16,170,229,182,213,12
cell_r7_c2.png,7,2,229,170,280,182,51,12
cell_r7_c3.png,7,3,280,170,323,182,43,12
cell_r7_c4.png,7,4,323,170,359,182,36,12
cell_r7_c5.png,7,5,359,170,391,182,32,12
cell_r7_c6.png,7,6,391,170,446,182,55,12
cell_r7_c7.png,7,7,445,170,502,182,57,12
cell_r7_c8.png,7,8,502,170,538,182,36,12
cell_r7_c9.png,7,9,538,171,570,182,32,11
cell_r7_c10.png,7,10,570,170,627,182,57,12
cell_r7_c11.png,7,11,626,170,698,182,72,12
cell_r7_c12.png,7,12,698,171,734,182,36,11
cell_r7_c13.png,7,13,734,171,766,182,32,11
cell_r7_c14.png,7,14,766,171,822,182,56,11
cell_r7_c15.png,7,15,822,171,887,182,65,11
cell_r7_c16.png,7,16,887,171,919,183,32,12
cell_r7_c17.png,7,17,919,171,985,183,66,12
cell_r7_c18.png,7,18,985,171,1050,182,65,11
cell_r7_c0.png,7,0,1,170,16,181,15,11
cell_r7_c1.png,7,1,16,170,229,182,213,12
cell_r7_c2.png,7,2,229,170,280,182,51,12
cell_r7_c3.png,7,3,280,170,323,182,43,12
cell_r7_c4.png,7,4,323,170,359,182,36,12
cell_r7_c5.png,7,5,359,170,391,182,32,12
cell_r7_c6.png,7,6,391,170,446,182,55,12
cell_r7_c7.png,7,7,445,170,502,182,57,12
cell_r7_c8.png,7,8,502,170,538,182,36,12
cell_r7_c9.png,7,9,538,171,570,182,32,11
cell_r7_c10.png,7,10,570,170,627,182,57,12
cell_r7_c11.png,7,11,626,170,698,182,72,12
cell_r7_c12.png,7,12,698,171,734,182,36,11
cell_r7_c13.png,7,13,734,171,766,182,32,11
cell_r7_c14.png,7,14,766,171,822,182,56,11
cell_r7_c15.png,7,15,822,171,887,182,65,11
cell_r7_c16.png,7,16,887,171,919,183,32,12
cell_r7_c17.png,7,17,919,171,985,183,66,12
cell_r7_c18.png,7,18,985,171,1050,182,65,11
cell_r8_c0.png,8,0,1,181,16,193,15,12
cell_r8_c1.png,8,1,16,181,229,193,213,12
cell_r8_c2.png,8,2,229,182,280,193,51,11
cell_r8_c3.png,8,3,280,182,323,193,43,11
cell_r8_c4.png,8,4,323,182,359,193,36,11
cell_r8_c5.png,8,5,359,182,391,193,32,11
cell_r8_c6.png,8,6,391,181,446,193,55,12
cell_r8_c7.png,8,7,445,181,502,193,57,12
cell_r8_c10.png,8,10,538,182,570,194,32,12
cell_r8_c11.png,8,11,570,182,627,194,57,12
cell_r8_c12.png,8,12,627,182,698,194,71,12
cell_r8_c13.png,8,13,698,182,734,194,36,12
cell_r8_c14.png,8,14,734,182,767,194,33,12
cell_r8_c15.png,8,15,766,182,822,194,56,12
cell_r8_c16.png,8,16,822,182,887,194,65,12
cell_r8_c17.png,8,17,887,182,919,194,32,12
cell_r8_c18.png,8,18,919,182,985,194,66,12
cell_r8_c19.png,8,19,985,182,1050,194,65,12
cell_r8_c0.png,8,0,1,181,16,193,15,12
cell_r8_c1.png,8,1,16,181,229,193,213,12
cell_r8_c2.png,8,2,229,182,280,193,51,11
cell_r8_c3.png,8,3,280,182,323,193,43,11
